N,k,function_name,function_ref,greatest_product_palindrome,runtime_time,timeit_object
10000000,123,largest_product_palindrome_N_A5b,A5b,14641,0.0001286024,"134 µs ± 3.93 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000000,123,largest_product_palindrome_N_A5b,A5b,14641,0.00013405278,"134 µs ± 3.93 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000000,123,largest_product_palindrome_N_A5b,A5b,14641,0.00013821014,"134 µs ± 3.93 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000000,123,largest_product_palindrome_N_B1,B1,14641,0.197870700000203,"195 ms ± 1.71 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,123,largest_product_palindrome_N_B1,B1,14641,0.194659579999279,"195 ms ± 1.71 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,123,largest_product_palindrome_N_B1,B1,14641,0.193947440000193,"195 ms ± 1.71 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,123,largest_product_palindrome_N_B2,B2,14641,4.84946999989916e-05,"51.1 µs ± 2.73 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000000,123,largest_product_palindrome_N_B2,B2,14641,5.48670000003767e-05,"51.1 µs ± 2.73 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000000,123,largest_product_palindrome_N_B2,B2,14641,4.99582599994028e-05,"51.1 µs ± 2.73 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000000,850,largest_product_palindrome_N_A1,A1,698896,0.447956999996677,"481 ms ± 28.1 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,850,largest_product_palindrome_N_A1,A1,698896,0.479155699998955,"481 ms ± 28.1 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,850,largest_product_palindrome_N_A1,A1,698896,0.516777300013928,"481 ms ± 28.1 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,850,largest_product_palindrome_N_A2,A2,698896,0.215911200008122,"239 ms ± 16.5 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,850,largest_product_palindrome_N_A2,A2,698896,0.250681699995766,"239 ms ± 16.5 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,850,largest_product_palindrome_N_A2,A2,698896,0.251008699997328,"239 ms ± 16.5 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,850,largest_product_palindrome_N_A3,A3,698896,0.240643899989664,"232 ms ± 21.2 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,850,largest_product_palindrome_N_A3,A3,698896,0.252070000002277,"232 ms ± 21.2 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,850,largest_product_palindrome_N_A3,A3,698896,0.202504800006864,"232 ms ± 21.2 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,850,largest_product_palindrome_N_A4,A4,698896,0.161490339999727,"154 ms ± 6.25 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,850,largest_product_palindrome_N_A4,A4,698896,0.153418049999163,"154 ms ± 6.25 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,850,largest_product_palindrome_N_A4,A4,698896,0.146200519999547,"154 ms ± 6.25 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,850,largest_product_palindrome_N_A5,A5,698896,0.029348050001136,"29.8 ms ± 1.3 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,850,largest_product_palindrome_N_A5,A5,698896,0.031609530000424,"29.8 ms ± 1.3 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,850,largest_product_palindrome_N_A5,A5,698896,0.028539590000582,"29.8 ms ± 1.3 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,850,largest_product_palindrome_N_A5b,A5b,698896,0.001074835899999,"1.05 ms ± 27.1 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,850,largest_product_palindrome_N_A5b,A5b,698896,0.001064613499999,"1.05 ms ± 27.1 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,850,largest_product_palindrome_N_A5b,A5b,698896,0.001012939000007,"1.05 ms ± 27.1 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,850,largest_product_palindrome_N_B1,B1,698896,0.684464200006914,"742 ms ± 90.1 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,850,largest_product_palindrome_N_B1,B1,698896,0.868697099998826,"742 ms ± 90.1 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,850,largest_product_palindrome_N_B1,B1,698896,0.671472800007905,"742 ms ± 90.1 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,850,largest_product_palindrome_N_B2,B2,698896,0.000241252300009,"225 µs ± 19.9 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,850,largest_product_palindrome_N_B2,B2,698896,0.000197211100007,"225 µs ± 19.9 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,850,largest_product_palindrome_N_B2,B2,698896,0.000237403499996,"225 µs ± 19.9 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,925,largest_product_palindrome_N_A1,A1,828828,0.512492100009695,"543 ms ± 22.2 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,925,largest_product_palindrome_N_A1,A1,828828,0.551726700010477,"543 ms ± 22.2 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,925,largest_product_palindrome_N_A1,A1,828828,0.564710000006016,"543 ms ± 22.2 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,925,largest_product_palindrome_N_A2,A2,828828,0.217587499995716,"286 ms ± 49.4 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,925,largest_product_palindrome_N_A2,A2,828828,0.331743000002461,"286 ms ± 49.4 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,925,largest_product_palindrome_N_A2,A2,828828,0.309257599990815,"286 ms ± 49.4 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,925,largest_product_palindrome_N_A3,A3,828828,0.250348700006725,"259 ms ± 17.1 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,925,largest_product_palindrome_N_A3,A3,828828,0.282973299996229,"259 ms ± 17.1 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,925,largest_product_palindrome_N_A3,A3,828828,0.243982100000721,"259 ms ± 17.1 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,925,largest_product_palindrome_N_A4,A4,828828,0.194425529999717,"192 ms ± 12.4 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,925,largest_product_palindrome_N_A4,A4,828828,0.175404369999887,"192 ms ± 12.4 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,925,largest_product_palindrome_N_A4,A4,828828,0.20540103999956,"192 ms ± 12.4 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,925,largest_product_palindrome_N_A5,A5,828828,0.035119210000266,"33.8 ms ± 1.61 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,925,largest_product_palindrome_N_A5,A5,828828,0.034751600000891,"33.8 ms ± 1.61 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,925,largest_product_palindrome_N_A5,A5,828828,0.031534720001218,"33.8 ms ± 1.61 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,925,largest_product_palindrome_N_A5b,A5b,828828,0.001174978299998,"1.14 ms ± 40.5 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,925,largest_product_palindrome_N_A5b,A5b,828828,0.001082211100002,"1.14 ms ± 40.5 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,925,largest_product_palindrome_N_A5b,A5b,828828,0.001159256200001,"1.14 ms ± 40.5 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,925,largest_product_palindrome_N_B1,B1,828828,0.982133299999987,"935 ms ± 47.6 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,925,largest_product_palindrome_N_B1,B1,828828,0.953134199997294,"935 ms ± 47.6 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,925,largest_product_palindrome_N_B1,B1,828828,0.869749699995737,"935 ms ± 47.6 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,925,largest_product_palindrome_N_B2,B2,828828,0.000285536700001,"284 µs ± 892 ns per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,925,largest_product_palindrome_N_B2,B2,828828,0.000284536100007,"284 µs ± 892 ns per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,925,largest_product_palindrome_N_B2,B2,828828,0.000283355199994,"284 µs ± 892 ns per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,619,largest_product_palindrome_N_A1,A1,9999,0.263495399995008,"233 ms ± 21.5 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000,619,largest_product_palindrome_N_A1,A1,9999,0.215783599996939,"233 ms ± 21.5 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000,619,largest_product_palindrome_N_A1,A1,9999,0.220126700005494,"233 ms ± 21.5 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000,619,largest_product_palindrome_N_A2,A2,9999,0.043289339999319,"42 ms ± 1.15 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000,619,largest_product_palindrome_N_A2,A2,9999,0.040499320000527,"42 ms ± 1.15 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000,619,largest_product_palindrome_N_A2,A2,9999,0.0421637499996,"42 ms ± 1.15 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000,619,largest_product_palindrome_N_A3,A3,9999,0.015633995000098,"17.1 ms ± 1.16 ms per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,619,largest_product_palindrome_N_A3,A3,9999,0.017350429000071,"17.1 ms ± 1.16 ms per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,619,largest_product_palindrome_N_A3,A3,9999,0.018464053999924,"17.1 ms ± 1.16 ms per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,619,largest_product_palindrome_N_A4,A4,9999,0.005050102999958,"6.28 ms ± 1.18 ms per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,619,largest_product_palindrome_N_A4,A4,9999,0.005901044999919,"6.28 ms ± 1.18 ms per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,619,largest_product_palindrome_N_A4,A4,9999,0.007877862000023,"6.28 ms ± 1.18 ms per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,619,largest_product_palindrome_N_A5,A5,9999,0.000929276999959,"1.28 ms ± 256 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,619,largest_product_palindrome_N_A5,A5,9999,0.001528947999905,"1.28 ms ± 256 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,619,largest_product_palindrome_N_A5,A5,9999,0.001386449999991,"1.28 ms ± 256 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,619,largest_product_palindrome_N_A5b,A5b,9999,0.00013387047,"133 µs ± 2 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,619,largest_product_palindrome_N_A5b,A5b,9999,0.000129712,"133 µs ± 2 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,619,largest_product_palindrome_N_A5b,A5b,9999,0.000134023459999,"133 µs ± 2 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,619,largest_product_palindrome_N_B1,B1,9999,1.13566029998765e-05,"10.9 µs ± 347 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,619,largest_product_palindrome_N_B1,B1,9999,1.05684479999763e-05,"10.9 µs ± 347 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,619,largest_product_palindrome_N_B1,B1,9999,1.06894240000111e-05,"10.9 µs ± 347 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,619,largest_product_palindrome_N_B2,B2,9999,1.16611849999754e-05,"10.6 µs ± 807 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,619,largest_product_palindrome_N_B2,B2,9999,1.05440130000352e-05,"10.6 µs ± 807 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,619,largest_product_palindrome_N_B2,B2,9999,9.6914800000377e-06,"10.6 µs ± 807 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,573,largest_product_palindrome_N_A1,A1,9999,0.251186200010125,"231 ms ± 14.2 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000,573,largest_product_palindrome_N_A1,A1,9999,0.220333499994013,"231 ms ± 14.2 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000,573,largest_product_palindrome_N_A1,A1,9999,0.221724700008053,"231 ms ± 14.2 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000,573,largest_product_palindrome_N_A2,A2,9999,0.035283259999415,"33.3 ms ± 1.74 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000,573,largest_product_palindrome_N_A2,A2,9999,0.033566639998753,"33.3 ms ± 1.74 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000,573,largest_product_palindrome_N_A2,A2,9999,0.031046799999604,"33.3 ms ± 1.74 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000,573,largest_product_palindrome_N_A3,A3,9999,0.013360542999872,"14.4 ms ± 852 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,573,largest_product_palindrome_N_A3,A3,9999,0.014369104999933,"14.4 ms ± 852 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,573,largest_product_palindrome_N_A3,A3,9999,0.015445919000049,"14.4 ms ± 852 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,573,largest_product_palindrome_N_A4,A4,9999,0.005641116000043,"5.07 ms ± 465 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,573,largest_product_palindrome_N_A4,A4,9999,0.004503074000095,"5.07 ms ± 465 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,573,largest_product_palindrome_N_A4,A4,9999,0.005069414000027,"5.07 ms ± 465 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,573,largest_product_palindrome_N_A5,A5,9999,0.001234587900006,"1.24 ms ± 61.4 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,573,largest_product_palindrome_N_A5,A5,9999,0.001314387200007,"1.24 ms ± 61.4 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,573,largest_product_palindrome_N_A5,A5,9999,0.001164083099997,"1.24 ms ± 61.4 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,573,largest_product_palindrome_N_A5b,A5b,9999,8.22128900006646e-05,"115 µs ± 27.3 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,573,largest_product_palindrome_N_A5b,A5b,9999,0.000149086410001,"115 µs ± 27.3 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,573,largest_product_palindrome_N_A5b,A5b,9999,0.000112701530001,"115 µs ± 27.3 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,573,largest_product_palindrome_N_B1,B1,9999,9.62131199994474e-06,"10.4 µs ± 1.1 µs per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,573,largest_product_palindrome_N_B1,B1,9999,9.56568100009463e-06,"10.4 µs ± 1.1 µs per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,573,largest_product_palindrome_N_B1,B1,9999,1.19357479999599e-05,"10.4 µs ± 1.1 µs per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,573,largest_product_palindrome_N_B2,B2,9999,9.93716099997982e-06,"10.1 µs ± 508 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,573,largest_product_palindrome_N_B2,B2,9999,1.07232900000236e-05,"10.1 µs ± 508 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,573,largest_product_palindrome_N_B2,B2,9999,9.49505299999146e-06,"10.1 µs ± 508 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000000,665,largest_product_palindrome_N_A1,A1,416614,0.343586000002688,"334 ms ± 7.54 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,665,largest_product_palindrome_N_A1,A1,416614,0.331460400004289,"334 ms ± 7.54 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,665,largest_product_palindrome_N_A1,A1,416614,0.325460399995791,"334 ms ± 7.54 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,665,largest_product_palindrome_N_A2,A2,416614,0.155839500000002,"152 ms ± 5.48 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,665,largest_product_palindrome_N_A2,A2,416614,0.144567669999378,"152 ms ± 5.48 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,665,largest_product_palindrome_N_A2,A2,416614,0.156499399998575,"152 ms ± 5.48 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,665,largest_product_palindrome_N_A3,A3,416614,0.144656400001259,"143 ms ± 2.76 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,665,largest_product_palindrome_N_A3,A3,416614,0.144349449999572,"143 ms ± 2.76 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,665,largest_product_palindrome_N_A3,A3,416614,0.138650449999841,"143 ms ± 2.76 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,665,largest_product_palindrome_N_A4,A4,416614,0.097885269999097,"102 ms ± 2.74 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,665,largest_product_palindrome_N_A4,A4,416614,0.104501149999851,"102 ms ± 2.74 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,665,largest_product_palindrome_N_A4,A4,416614,0.102154609998979,"102 ms ± 2.74 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,665,largest_product_palindrome_N_A5,A5,416614,0.030550980000408,"24 ms ± 4.69 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,665,largest_product_palindrome_N_A5,A5,416614,0.021221709999372,"24 ms ± 4.69 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,665,largest_product_palindrome_N_A5,A5,416614,0.020081110000319,"24 ms ± 4.69 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,665,largest_product_palindrome_N_A5b,A5b,416614,0.00095921310001,"999 µs ± 47.5 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,665,largest_product_palindrome_N_A5b,A5b,416614,0.000972067399998,"999 µs ± 47.5 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,665,largest_product_palindrome_N_A5b,A5b,416614,0.0010658081,"999 µs ± 47.5 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,665,largest_product_palindrome_N_B1,B1,416614,0.64596409999649,"571 ms ± 56.9 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,665,largest_product_palindrome_N_B1,B1,416614,0.507947100006277,"571 ms ± 56.9 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,665,largest_product_palindrome_N_B1,B1,416614,0.560311799999909,"571 ms ± 56.9 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,665,largest_product_palindrome_N_B2,B2,416614,0.000283452769999,"288 µs ± 7.42 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000000,665,largest_product_palindrome_N_B2,B2,416614,0.000282244209999,"288 µs ± 7.42 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000000,665,largest_product_palindrome_N_B2,B2,416614,0.000298554760001,"288 µs ± 7.42 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000000,465,largest_product_palindrome_N_A1,A1,198891,0.163401090000116,"155 ms ± 6.51 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,465,largest_product_palindrome_N_A1,A1,198891,0.154263159999391,"155 ms ± 6.51 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,465,largest_product_palindrome_N_A1,A1,198891,0.147508709999966,"155 ms ± 6.51 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,465,largest_product_palindrome_N_A2,A2,198891,0.066559369998868,"76 ms ± 6.89 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,465,largest_product_palindrome_N_A2,A2,198891,0.082865150000725,"76 ms ± 6.89 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,465,largest_product_palindrome_N_A2,A2,198891,0.078512070000579,"76 ms ± 6.89 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,465,largest_product_palindrome_N_A3,A3,198891,0.083600549999392,"82.2 ms ± 2.08 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,465,largest_product_palindrome_N_A3,A3,198891,0.07928535000101,"82.2 ms ± 2.08 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,465,largest_product_palindrome_N_A3,A3,198891,0.083783589999075,"82.2 ms ± 2.08 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,465,largest_product_palindrome_N_A4,A4,198891,0.040461399999913,"40 ms ± 4.42 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,465,largest_product_palindrome_N_A4,A4,198891,0.034355289999803,"40 ms ± 4.42 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,465,largest_product_palindrome_N_A4,A4,198891,0.045147110000835,"40 ms ± 4.42 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,465,largest_product_palindrome_N_A5,A5,198891,0.012596892000001,"12.7 ms ± 587 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,465,largest_product_palindrome_N_A5,A5,198891,0.012023666000023,"12.7 ms ± 587 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,465,largest_product_palindrome_N_A5,A5,198891,0.013451408999972,"12.7 ms ± 587 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,465,largest_product_palindrome_N_A5b,A5b,198891,0.000851983600005,"786 µs ± 81.1 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,465,largest_product_palindrome_N_A5b,A5b,198891,0.000671496499999,"786 µs ± 81.1 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,465,largest_product_palindrome_N_A5b,A5b,198891,0.000833771899997,"786 µs ± 81.1 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,465,largest_product_palindrome_N_B1,B1,198891,0.415267800010042,"436 ms ± 38.9 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,465,largest_product_palindrome_N_B1,B1,198891,0.401603899998008,"436 ms ± 38.9 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,465,largest_product_palindrome_N_B1,B1,198891,0.490162099988083,"436 ms ± 38.9 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,465,largest_product_palindrome_N_B2,B2,198891,0.00013901528,"123 µs ± 11 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000000,465,largest_product_palindrome_N_B2,B2,198891,0.000116955019999,"123 µs ± 11 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000000,465,largest_product_palindrome_N_B2,B2,198891,0.00011445656,"123 µs ± 11 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000000,115,largest_product_palindrome_N_A1,A1,12321,0.005279768999899,"5.06 ms ± 193 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,115,largest_product_palindrome_N_A1,A1,12321,0.00481016500009,"5.06 ms ± 193 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,115,largest_product_palindrome_N_A1,A1,12321,0.005093134999916,"5.06 ms ± 193 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,115,largest_product_palindrome_N_A2,A2,12321,0.002956952999957,"2.68 ms ± 221 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,115,largest_product_palindrome_N_A2,A2,12321,0.002675858000002,"2.68 ms ± 221 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,115,largest_product_palindrome_N_A2,A2,12321,0.00241471699992,"2.68 ms ± 221 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,115,largest_product_palindrome_N_A3,A3,12321,0.002528986000107,"2.52 ms ± 28.2 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,115,largest_product_palindrome_N_A3,A3,12321,0.002542213999986,"2.52 ms ± 28.2 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,115,largest_product_palindrome_N_A3,A3,12321,0.002476785000035,"2.52 ms ± 28.2 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,115,largest_product_palindrome_N_A4,A4,12321,0.001414831099988,"1.43 ms ± 14.4 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,115,largest_product_palindrome_N_A4,A4,12321,0.001449076799996,"1.43 ms ± 14.4 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,115,largest_product_palindrome_N_A4,A4,12321,0.001424954500006,"1.43 ms ± 14.4 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,115,largest_product_palindrome_N_A5,A5,12321,0.000638284300003,"640 µs ± 4.38 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,115,largest_product_palindrome_N_A5,A5,12321,0.0006362181,"640 µs ± 4.38 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,115,largest_product_palindrome_N_A5,A5,12321,0.000646363599997,"640 µs ± 4.38 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,115,largest_product_palindrome_N_A5b,A5b,12321,6.96529299995746e-05,"70.2 µs ± 514 ns per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000000,115,largest_product_palindrome_N_A5b,A5b,12321,6.99495399996522e-05,"70.2 µs ± 514 ns per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000000,115,largest_product_palindrome_N_A5b,A5b,12321,7.08612999995239e-05,"70.2 µs ± 514 ns per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000000,115,largest_product_palindrome_N_B1,B1,12321,0.09807398999983,"97.8 ms ± 284 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,115,largest_product_palindrome_N_B1,B1,12321,0.097395279999182,"97.8 ms ± 284 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,115,largest_product_palindrome_N_B1,B1,12321,0.097862180000811,"97.8 ms ± 284 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,115,largest_product_palindrome_N_B2,B2,12321,4.2813240000396e-05,"43.1 µs ± 209 ns per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
