N,k,function_name,function_ref,greatest_product_palindrome,runtime_time,timeit_object
10000,406,largest_product_palindrome_N_A1,A1,9999,0.057013500000176,"58.4 ms ± 965 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000,406,largest_product_palindrome_N_A1,A1,9999,0.05891558000003,"58.4 ms ± 965 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000,406,largest_product_palindrome_N_A1,A1,9999,0.059178999999131,"58.4 ms ± 965 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000,406,largest_product_palindrome_N_A2,A2,9999,0.012584325000062,"13.2 ms ± 580 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,406,largest_product_palindrome_N_A2,A2,9999,0.013989241999952,"13.2 ms ± 580 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,406,largest_product_palindrome_N_A2,A2,9999,0.01309735399991,"13.2 ms ± 580 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,406,largest_product_palindrome_N_A3,A3,9999,0.007275361000065,"7.34 ms ± 89.2 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,406,largest_product_palindrome_N_A3,A3,9999,0.007462074000068,"7.34 ms ± 89.2 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,406,largest_product_palindrome_N_A3,A3,9999,0.007270619000046,"7.34 ms ± 89.2 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,406,largest_product_palindrome_N_A4,A4,9999,0.002548038999957,"3.03 ms ± 347 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,406,largest_product_palindrome_N_A4,A4,9999,0.003195987999934,"3.03 ms ± 347 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,406,largest_product_palindrome_N_A4,A4,9999,0.003347665000038,"3.03 ms ± 347 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,406,largest_product_palindrome_N_A5,A5,9999,0.001104808799995,"901 µs ± 169 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,406,largest_product_palindrome_N_A5,A5,9999,0.0009076336,"901 µs ± 169 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,406,largest_product_palindrome_N_A5,A5,9999,0.000691336399992,"901 µs ± 169 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,406,largest_product_palindrome_N_A5b,A5b,9999,8.29385200006072e-05,"69.7 µs ± 9.39 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,406,largest_product_palindrome_N_A5b,A5b,9999,6.26242900005309e-05,"69.7 µs ± 9.39 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,406,largest_product_palindrome_N_A5b,A5b,9999,6.34387700003572e-05,"69.7 µs ± 9.39 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,406,largest_product_palindrome_N_B1,B1,9999,5.39598700008355e-06,"5.33 µs ± 62.3 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,406,largest_product_palindrome_N_B1,B1,9999,5.24608200008515e-06,"5.33 µs ± 62.3 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,406,largest_product_palindrome_N_B1,B1,9999,5.34563099994557e-06,"5.33 µs ± 62.3 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,406,largest_product_palindrome_N_B2,B2,9999,5.4220229999919e-06,"5.26 µs ± 113 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,406,largest_product_palindrome_N_B2,B2,9999,5.18172000010964e-06,"5.26 µs ± 113 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,406,largest_product_palindrome_N_B2,B2,9999,5.18288799998118e-06,"5.26 µs ± 113 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,384,largest_product_palindrome_N_A1,A1,99,0.055448590000742,"53.3 ms ± 1.55 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
100,384,largest_product_palindrome_N_A1,A1,99,0.051921569999831,"53.3 ms ± 1.55 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
100,384,largest_product_palindrome_N_A1,A1,99,0.052445649998845,"53.3 ms ± 1.55 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
100,384,largest_product_palindrome_N_A2,A2,99,0.001407633800001,"1.41 ms ± 11 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
100,384,largest_product_palindrome_N_A2,A2,99,0.001430148800006,"1.41 ms ± 11 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
100,384,largest_product_palindrome_N_A2,A2,99,0.001405904900006,"1.41 ms ± 11 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
100,384,largest_product_palindrome_N_A3,A3,99,9.89458800002467e-05,"95.5 µs ± 2.47 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
100,384,largest_product_palindrome_N_A3,A3,99,9.40239600007772e-05,"95.5 µs ± 2.47 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
100,384,largest_product_palindrome_N_A3,A3,99,9.34212599997409e-05,"95.5 µs ± 2.47 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
100,384,largest_product_palindrome_N_A4,A4,99,2.28187629999593e-05,"21.9 µs ± 1.26 µs per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,384,largest_product_palindrome_N_A4,A4,99,2.01477819999855e-05,"21.9 µs ± 1.26 µs per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,384,largest_product_palindrome_N_A4,A4,99,2.28282929999114e-05,"21.9 µs ± 1.26 µs per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,384,largest_product_palindrome_N_A5,A5,99,1.05801790000987e-05,"9.32 µs ± 931 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,384,largest_product_palindrome_N_A5,A5,99,9.01455800005351e-06,"9.32 µs ± 931 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,384,largest_product_palindrome_N_A5,A5,99,8.36246400009259e-06,"9.32 µs ± 931 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,384,largest_product_palindrome_N_A5b,A5b,99,8.160504999978e-06,"8.21 µs ± 55.2 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,384,largest_product_palindrome_N_A5b,A5b,99,8.28640399995493e-06,"8.21 µs ± 55.2 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,384,largest_product_palindrome_N_A5b,A5b,99,8.18053099996178e-06,"8.21 µs ± 55.2 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,384,largest_product_palindrome_N_B1,B1,99,2.65855999998166e-06,"2.72 µs ± 48 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,384,largest_product_palindrome_N_B1,B1,99,2.71117800002685e-06,"2.72 µs ± 48 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,384,largest_product_palindrome_N_B1,B1,99,2.77588099997956e-06,"2.72 µs ± 48 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,384,largest_product_palindrome_N_B2,B2,99,5.46952599994256e-06,"4.8 µs ± 479 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,384,largest_product_palindrome_N_B2,B2,99,4.53068999995594e-06,"4.8 µs ± 479 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,384,largest_product_palindrome_N_B2,B2,99,4.38927700000932e-06,"4.8 µs ± 479 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,591,largest_product_palindrome_N_A1,A1,9999,0.132107550000364,"136 ms ± 4.93 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000,591,largest_product_palindrome_N_A1,A1,9999,0.142934590000368,"136 ms ± 4.93 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000,591,largest_product_palindrome_N_A1,A1,9999,0.132897210000374,"136 ms ± 4.93 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000,591,largest_product_palindrome_N_A2,A2,9999,0.019927579999785,"19.7 ms ± 556 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000,591,largest_product_palindrome_N_A2,A2,9999,0.018948459999228,"19.7 ms ± 556 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000,591,largest_product_palindrome_N_A2,A2,9999,0.020258159999503,"19.7 ms ± 556 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000,591,largest_product_palindrome_N_A3,A3,9999,0.008608565999893,"8.51 ms ± 108 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,591,largest_product_palindrome_N_A3,A3,9999,0.008356878999912,"8.51 ms ± 108 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,591,largest_product_palindrome_N_A3,A3,9999,0.008555734999973,"8.51 ms ± 108 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,591,largest_product_palindrome_N_A4,A4,9999,0.002936372000113,"3.14 ms ± 177 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,591,largest_product_palindrome_N_A4,A4,9999,0.003108437999908,"3.14 ms ± 177 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,591,largest_product_palindrome_N_A4,A4,9999,0.003366080999986,"3.14 ms ± 177 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,591,largest_product_palindrome_N_A5,A5,9999,0.000980207100001,"757 µs ± 158 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,591,largest_product_palindrome_N_A5,A5,9999,0.000657706999991,"757 µs ± 158 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,591,largest_product_palindrome_N_A5,A5,9999,0.000634270400013,"757 µs ± 158 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,591,largest_product_palindrome_N_A5b,A5b,9999,6.8274959998962e-05,"73.8 µs ± 14.4 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,591,largest_product_palindrome_N_A5b,A5b,9999,5.95052699994994e-05,"73.8 µs ± 14.4 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,591,largest_product_palindrome_N_A5b,A5b,9999,9.35500399995362e-05,"73.8 µs ± 14.4 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,591,largest_product_palindrome_N_B1,B1,9999,5.44599999993807e-06,"5.66 µs ± 173 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,591,largest_product_palindrome_N_B1,B1,9999,5.66363300007652e-06,"5.66 µs ± 173 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,591,largest_product_palindrome_N_B1,B1,9999,5.86856300011277e-06,"5.66 µs ± 173 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,591,largest_product_palindrome_N_B2,B2,9999,9.19837599998573e-06,"8.43 µs ± 543 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,591,largest_product_palindrome_N_B2,B2,9999,8.07250900004874e-06,"8.43 µs ± 543 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,591,largest_product_palindrome_N_B2,B2,9999,8.02351000005729e-06,"8.43 µs ± 543 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,548,largest_product_palindrome_N_A1,A1,9999,0.149315599992406,"166 ms ± 16.8 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000,548,largest_product_palindrome_N_A1,A1,9999,0.188888899996527,"166 ms ± 16.8 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000,548,largest_product_palindrome_N_A1,A1,9999,0.15945589999319,"166 ms ± 16.8 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000,548,largest_product_palindrome_N_A2,A2,9999,0.032201040000655,"31.3 ms ± 4.14 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000,548,largest_product_palindrome_N_A2,A2,9999,0.025865059999342,"31.3 ms ± 4.14 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000,548,largest_product_palindrome_N_A2,A2,9999,0.035892909999529,"31.3 ms ± 4.14 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000,548,largest_product_palindrome_N_A3,A3,9999,0.012295528999966,"12.7 ms ± 720 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,548,largest_product_palindrome_N_A3,A3,9999,0.01370746799992,"12.7 ms ± 720 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,548,largest_product_palindrome_N_A3,A3,9999,0.012087863000052,"12.7 ms ± 720 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,548,largest_product_palindrome_N_A4,A4,9999,0.003400756999908,"3.18 ms ± 230 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,548,largest_product_palindrome_N_A4,A4,9999,0.003269876999984,"3.18 ms ± 230 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,548,largest_product_palindrome_N_A4,A4,9999,0.002860291999968,"3.18 ms ± 230 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,548,largest_product_palindrome_N_A5,A5,9999,0.000636949799999,"646 µs ± 6.73 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,548,largest_product_palindrome_N_A5,A5,9999,0.000652620199995,"646 µs ± 6.73 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,548,largest_product_palindrome_N_A5,A5,9999,0.000649236099998,"646 µs ± 6.73 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,548,largest_product_palindrome_N_A5b,A5b,9999,7.83039800007828e-05,"99.7 µs ± 21.6 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,548,largest_product_palindrome_N_A5b,A5b,9999,0.00012933763,"99.7 µs ± 21.6 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,548,largest_product_palindrome_N_A5b,A5b,9999,9.15196000001742e-05,"99.7 µs ± 21.6 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,548,largest_product_palindrome_N_B1,B1,9999,9.46169399991049e-06,"8.39 µs ± 769 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,548,largest_product_palindrome_N_B1,B1,9999,7.68830299988622e-06,"8.39 µs ± 769 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,548,largest_product_palindrome_N_B1,B1,9999,8.02641899994342e-06,"8.39 µs ± 769 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,548,largest_product_palindrome_N_B2,B2,9999,1.25913259999652e-05,"12.5 µs ± 1.57 µs per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,548,largest_product_palindrome_N_B2,B2,9999,1.05084429999988e-05,"12.5 µs ± 1.57 µs per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,548,largest_product_palindrome_N_B2,B2,9999,1.43458849999297e-05,"12.5 µs ± 1.57 µs per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000000,852,largest_product_palindrome_N_A1,A1,698896,0.432548800003133,"471 ms ± 34.8 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,852,largest_product_palindrome_N_A1,A1,698896,0.462854700002936,"471 ms ± 34.8 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,852,largest_product_palindrome_N_A1,A1,698896,0.516629799996736,"471 ms ± 34.8 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,852,largest_product_palindrome_N_A2,A2,698896,0.21965949999867,"227 ms ± 24.4 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,852,largest_product_palindrome_N_A2,A2,698896,0.202109199992265,"227 ms ± 24.4 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,852,largest_product_palindrome_N_A2,A2,698896,0.260391599993454,"227 ms ± 24.4 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,852,largest_product_palindrome_N_A3,A3,698896,0.171673999997438,"183 ms ± 13 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,852,largest_product_palindrome_N_A3,A3,698896,0.201059400002123,"183 ms ± 13 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,852,largest_product_palindrome_N_A3,A3,698896,0.175505399995018,"183 ms ± 13 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,852,largest_product_palindrome_N_A4,A4,698896,0.081262330000754,"81.1 ms ± 1.3 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,852,largest_product_palindrome_N_A4,A4,698896,0.079445990000386,"81.1 ms ± 1.3 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,852,largest_product_palindrome_N_A4,A4,698896,0.082627829999547,"81.1 ms ± 1.3 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,852,largest_product_palindrome_N_A5,A5,698896,0.018855470999988,"19.4 ms ± 4.19 ms per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,852,largest_product_palindrome_N_A5,A5,698896,0.024795431000093,"19.4 ms ± 4.19 ms per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,852,largest_product_palindrome_N_A5,A5,698896,0.014570778000052,"19.4 ms ± 4.19 ms per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,852,largest_product_palindrome_N_A5b,A5b,698896,0.000625208700003,"604 µs ± 16 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,852,largest_product_palindrome_N_A5b,A5b,698896,0.000587067900007,"604 µs ± 16 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,852,largest_product_palindrome_N_A5b,A5b,698896,0.000598282299994,"604 µs ± 16 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,852,largest_product_palindrome_N_B1,B1,698896,0.446291000000201,"417 ms ± 21.3 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,852,largest_product_palindrome_N_B1,B1,698896,0.395613999993657,"417 ms ± 21.3 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,852,largest_product_palindrome_N_B1,B1,698896,0.410145000001648,"417 ms ± 21.3 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,852,largest_product_palindrome_N_B2,B2,698896,0.000155811079999,"155 µs ± 3.14 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000000,852,largest_product_palindrome_N_B2,B2,698896,0.00015900075,"155 µs ± 3.14 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000000,852,largest_product_palindrome_N_B2,B2,698896,0.00015135502,"155 µs ± 3.14 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000000,331,largest_product_palindrome_N_A1,A1,95659,0.043820910000068,"46.4 ms ± 6.12 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,331,largest_product_palindrome_N_A1,A1,95659,0.054882939999516,"46.4 ms ± 6.12 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,331,largest_product_palindrome_N_A1,A1,95659,0.040578410000307,"46.4 ms ± 6.12 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,331,largest_product_palindrome_N_A2,A2,95659,0.021994459998677,"20.6 ms ± 1.01 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,331,largest_product_palindrome_N_A2,A2,95659,0.0196617900001,"20.6 ms ± 1.01 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,331,largest_product_palindrome_N_A2,A2,95659,0.020099589999882,"20.6 ms ± 1.01 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,331,largest_product_palindrome_N_A3,A3,95659,0.019214790000115,"19.5 ms ± 328 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,331,largest_product_palindrome_N_A3,A3,95659,0.019259479999891,"19.5 ms ± 328 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,331,largest_product_palindrome_N_A3,A3,95659,0.019932580000022,"19.5 ms ± 328 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,331,largest_product_palindrome_N_A4,A4,95659,0.00992413400003,"9.97 ms ± 64.3 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,331,largest_product_palindrome_N_A4,A4,95659,0.010061765999999,"9.97 ms ± 64.3 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,331,largest_product_palindrome_N_A4,A4,95659,0.009926479999995,"9.97 ms ± 64.3 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,331,largest_product_palindrome_N_A5,A5,95659,0.003002032000077,"2.99 ms ± 31.6 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,331,largest_product_palindrome_N_A5,A5,95659,0.002948471999989,"2.99 ms ± 31.6 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,331,largest_product_palindrome_N_A5,A5,95659,0.003023550000071,"2.99 ms ± 31.6 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,331,largest_product_palindrome_N_A5b,A5b,95659,0.000385732899987,"408 µs ± 17.6 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,331,largest_product_palindrome_N_A5b,A5b,95659,0.000428844800001,"408 µs ± 17.6 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,331,largest_product_palindrome_N_A5b,A5b,95659,0.000409155799993,"408 µs ± 17.6 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,331,largest_product_palindrome_N_B1,B1,95659,0.177206869999645,"179 ms ± 2.32 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,331,largest_product_palindrome_N_B1,B1,95659,0.176850730000297,"179 ms ± 2.32 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,331,largest_product_palindrome_N_B1,B1,95659,0.181931570000597,"179 ms ± 2.32 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,331,largest_product_palindrome_N_B2,B2,95659,0.000287750999996,"293 µs ± 5.95 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,331,largest_product_palindrome_N_B2,B2,95659,0.000301503900002,"293 µs ± 5.95 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,331,largest_product_palindrome_N_B2,B2,95659,0.000290429699991,"293 µs ± 5.95 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
100,39,largest_product_palindrome_N_A1,A1,99,0.0005457475,"545 µs ± 8.05 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
100,39,largest_product_palindrome_N_A1,A1,99,0.0005542518,"545 µs ± 8.05 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
100,39,largest_product_palindrome_N_A1,A1,99,0.0005345849,"545 µs ± 8.05 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
100,39,largest_product_palindrome_N_A2,A2,99,0.00011766887,"117 µs ± 483 ns per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
100,39,largest_product_palindrome_N_A2,A2,99,0.000116501870001,"117 µs ± 483 ns per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
100,39,largest_product_palindrome_N_A2,A2,99,0.0001172479,"117 µs ± 483 ns per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
100,39,largest_product_palindrome_N_A3,A3,99,7.30675899991183e-05,"71.3 µs ± 2.37 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
100,39,largest_product_palindrome_N_A3,A3,99,7.28808100000606e-05,"71.3 µs ± 2.37 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
100,39,largest_product_palindrome_N_A3,A3,99,6.7947030000505e-05,"71.3 µs ± 2.37 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
100,39,largest_product_palindrome_N_A4,A4,99,2.04231419999269e-05,"20.3 µs ± 79.1 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,39,largest_product_palindrome_N_A4,A4,99,2.02305089999572e-05,"20.3 µs ± 79.1 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,39,largest_product_palindrome_N_A4,A4,99,2.03446219999751e-05,"20.3 µs ± 79.1 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,39,largest_product_palindrome_N_A5,A5,99,1.34454150000238e-05,"13.2 µs ± 214 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,39,largest_product_palindrome_N_A5,A5,99,1.29318399999465e-05,"13.2 µs ± 214 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,39,largest_product_palindrome_N_A5,A5,99,1.32755909999833e-05,"13.2 µs ± 214 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,39,largest_product_palindrome_N_A5b,A5b,99,7.21601299999747e-06,"8.67 µs ± 1.16 µs per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,39,largest_product_palindrome_N_A5b,A5b,99,8.73303299988038e-06,"8.67 µs ± 1.16 µs per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,39,largest_product_palindrome_N_A5b,A5b,99,1.00616029999219e-05,"8.67 µs ± 1.16 µs per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,39,largest_product_palindrome_N_B1,B1,99,4.3003650000901e-06,"3.86 µs ± 328 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,39,largest_product_palindrome_N_B1,B1,99,3.51842299991404e-06,"3.86 µs ± 328 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,39,largest_product_palindrome_N_B1,B1,99,3.75065599990194e-06,"3.86 µs ± 328 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,39,largest_product_palindrome_N_B2,B2,99,4.23580299990135e-06,"4.73 µs ± 519 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,39,largest_product_palindrome_N_B2,B2,99,5.44833599997219e-06,"4.73 µs ± 519 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,39,largest_product_palindrome_N_B2,B2,99,4.51332899989211e-06,"4.73 µs ± 519 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,632,largest_product_palindrome_N_A1,A1,99,0.136127900000429,"139 ms ± 3.58 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
100,632,largest_product_palindrome_N_A1,A1,99,0.144406800001161,"139 ms ± 3.58 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
100,632,largest_product_palindrome_N_A1,A1,99,0.137761980001232,"139 ms ± 3.58 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
100,632,largest_product_palindrome_N_A2,A2,99,0.002038151100001,"2 ms ± 27.2 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
100,632,largest_product_palindrome_N_A2,A2,99,0.001978707300004,"2 ms ± 27.2 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
100,632,largest_product_palindrome_N_A2,A2,99,0.001982406700001,"2 ms ± 27.2 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
100,632,largest_product_palindrome_N_A3,A3,99,9.98458700007177e-05,"100 µs ± 7.36 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
